"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL23874";"";"None";"466.00";"1";"5.77";"3";"CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(/C(CC)=N/O)c1O";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"15.02";"0.31";"1.23";"7.05";"0";"CHEMBL765404";"In vitro binding affinity for human PPAR alpha in SPA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136679";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL2153842";"";"None";"438.93";"0";"2.55";"5";"CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)NS(C)(=O)=O";"IC50";"'='";"68500.0";"nM";"4.16";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2154210";"Antagonist activity at PPARalpha expressed in HEK293 cells co-expressing GAL4 assessed as inhibition of GW7647-induced transactivation activity after 16 to 18 hrs by luciferase reporter gene assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150861";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3307715";"";"";""
"CHEMBL2153837";"";"None";"392.96";"0";"3.68";"2e";"CCCCC(Sc1nc2cc(Cl)ccc2s1)C(=O)NS(C)(=O)=O";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"15.83";"0.37";"2.54";"8.17";"0";"CHEMBL2154211";"Binding affinity to PPARalpha LBD after 2 hrs by TR-FRET analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150861";"1";"Scientific Literature";"Eur J Med Chem";"2012";"None";"";"";""
"CHEMBL423526";"";"None";"510.03";"2";"6.47";"12";"CC(/C=C/[C@@]1(C)[C@H](C)CCC(=O)[C@@H]1C)=C\Cc1c(O)c(C=O)c(C)c(Cl)c1OC(=O)c1ccncc1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL765407";"Minimum effective concentration required to inhibit Peroxisome proliferator activated receptor alpha (PPAR alpha); Not detected";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145088";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL3264932";"";"None";"609.80";"2";"6.45";"33";"CCn1c(CCCc2ccc(-c3ccc(NS(=O)(=O)c4ccccc4)cn3)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O";"IC50";"'='";"77.0";"nM";"7.11";"";"";"UO_0000065";"11.67";"0.22";"0.66";"7.19";"0";"CHEMBL3269597";"Antagonist activity at human PPAR-alpha assessed as inhibition of GW7647-induced effect after overnight incubation by cell-based luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259631";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";""
"CHEMBL215245";"";"None";"458.91";"1";"6.53";"9";"C[C@H](CCOc1ccc(CCC(=O)O)c(F)c1)Oc1ccc(Cl)cc1Oc1ccccc1";"IC50";"'='";"2679.17";"nM";"5.57";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL237520";"";"None";"523.45";"2";"6.26";"13";"Cc1cc(Oc2ccc(F)c(CNC(=O)c3ccc(C(F)(F)F)cc3F)c2)ccc1OC(C)(C)C(=O)O";"IC50";"'='";"383.71";"nM";"6.42";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL237710";"";"None";"579.57";"2";"7.77";"12";"Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3Oc3ccccc3)c2)ccc1OC(C)(C)C(=O)O";"IC50";"'='";"1483.0";"nM";"5.83";"";"";"UO_0000065";"10.06";"0.19";"-1.94";"6.19";"0";"CHEMBL902596";"Displacement of [3H]2-(4-{2-[3-(2,4-difluoro-phenyl)-1-heptyl-ureido]-ethyl}-phenoxy)-2-methyl-butyric acid from human PPARalpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138336";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL594034";"";"None";"416.48";"0";"4.29";"17j";"Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@@H](C(=O)O)n2nccn2)cc1";"IC50";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"17.93";"0.33";"3.18";"7.94";"0";"CHEMBL1066119";"Displacement of [3H2]nTZD3 from GST-tagged human PPARalpha expressed in Escherichia coli by SPA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152634";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";""
"CHEMBL595440";"";"None";"416.48";"0";"4.29";"rac-17h";"Cc1oc(-c2ccccc2)nc1CCCc1ccc(C[C@H](C(=O)O)n2ccnn2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1066119";"Displacement of [3H2]nTZD3 from GST-tagged human PPARalpha expressed in Escherichia coli by SPA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152634";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";""
"CHEMBL604491";"";"None";"430.50";"1";"5.53";"rac-17b";"Cc1cc(C(Cc2ccc(CCCc3nc(-c4ccccc4)oc3C)cc2)C(=O)O)no1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1066119";"Displacement of [3H2]nTZD3 from GST-tagged human PPARalpha expressed in Escherichia coli by SPA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152634";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";""
"CHEMBL214921";"";"None";"504.50";"2";"6.94";"3";"Cc1cc(OCC[C@@H](C)Oc2ccc(OC(F)(F)F)cc2Oc2ccccc2)ccc1CCC(=O)O";"IC50";"'='";"897.43";"nM";"6.05";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038446";"Agonist activity at PPARalpha";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL318684";"";"None";"546.47";"2";"7.61";"24";"CCCc1cc(Oc2ccc(Cl)c(Cl)c2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1";"IC50";"'='";"68.0";"nM";"7.17";"";"";"UO_0000065";"13.12";"0.27";"-0.44";"9.70";"0";"CHEMBL764508";"In vitro binding affinity against human Peroxisome proliferator activated receptor alpha";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136170";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL300026";"";"None";"495.57";"1";"6.44";"25";"CCCc1cc(Oc2ccc(F)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL760263";"In vitro binding affinity against human PPAR alpha (peroxisome proliferator-activated alpha receptor)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136397";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL180928";"";"None";"474.86";"1";"5.30";"55";"C[C@@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL828473";"In vitro binding affinity against human PPARalpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140266";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL371120";"";"None";"456.54";"1";"5.36";"1";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccccc2)cc1";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"12.82";"0.24";"0.49";"7.72";"0";"CHEMBL833483";"Inhibition of human Peroxisome proliferator activated receptor alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143556";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL336558";"";"None";"526.03";"2";"6.13";"26";"C/C(=C\Cc1c(O)c(C=O)c(C)c(Cl)c1OC(=O)c1ccncc1)CC/C=C(\C)[C@@H]1CC(=O)C(C)(C)O1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL765407";"Minimum effective concentration required to inhibit Peroxisome proliferator activated receptor alpha (PPAR alpha); Not detected";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145088";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL190645";"";"None";"359.34";"0";"4.60";"7";"CCCc1cc2c(C(F)(F)F)noc2c(CCC)c1OC(C)C(=O)O";"IC50";"'='";"1030.0";"nM";"5.99";"";"";"UO_0000065";"16.66";"0.33";"1.39";"8.25";"0";"CHEMBL828434";"Inhibition of human Peroxisome proliferator activated receptor alpha binding";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143558";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL121";"ROSIGLITAZONE";"4.0";"357.44";"0";"2.49";"3, Rosigilitazone";"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL912555";"Displacement of [3H]2-(4-{2-[3-(2,4-difluoro-phenyl)-1-heptyl-ureido]-ethyl}-phenoxy)-2-methyl-butyric acid from hPPARalpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146164";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL336516";"";"None";"524.06";"2";"6.77";"14";"COc1c(C=O)c(C)c(Cl)c(OC(=O)c2cccnc2)c1C/C=C(C)/C=C/[C@@]1(C)[C@H](C)CCC(=O)[C@@H]1C";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL765407";"Minimum effective concentration required to inhibit Peroxisome proliferator activated receptor alpha (PPAR alpha); Not detected";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145088";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL382789";"";"None";"518.45";"2";"6.35";"27";"CCCc1c(OCCCN(C)c2ccc(CC(=O)O)c(C(F)(F)F)c2)ccc2c(C(F)(F)F)noc12";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"13.22";"0.26";"0.50";"9.04";"0";"CHEMBL870175";"Inhibition of PPAR alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL187258";"";"None";"513.63";"2";"7.03";"9";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC(C)(Oc2ccc(C(C)(C)C)cc2)C(=O)O)cc1";"IC50";"'='";"149.0";"nM";"6.83";"";"";"UO_0000065";"13.29";"0.25";"-0.20";"8.35";"0";"CHEMBL829956";"In vitro inhibition of human Peroxisome proliferator activated receptor alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138731";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL394948";"";"None";"562.67";"2";"6.94";"2h";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccc(OCc3ccccc3)cc2)cc1";"IC50";"'='";"1050.0";"nM";"5.98";"";"";"UO_0000065";"10.63";"0.19";"-0.96";"7.03";"0";"CHEMBL886577";"Displacement of fluorescein labeled ligand from PPARalpha receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139149";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL371120";"";"None";"456.54";"1";"5.36";"2a";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccccc2)cc1";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"12.82";"0.24";"0.49";"7.72";"1";"CHEMBL886577";"Displacement of fluorescein labeled ligand from PPARalpha receptor by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139149";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL178236";"";"None";"541.52";"2";"6.38";"26";"CCC(Oc1cccc(Cc2c(C)n(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc23)c1)C(=O)O";"IC50";"'='";"1640.0";"nM";"5.79";"";"";"UO_0000065";"10.68";"0.20";"-0.59";"6.65";"0";"CHEMBL827220";"In vitro inhibition of human Peroxisome proliferator activated receptor alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142834";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL179330";"";"None";"527.50";"2";"5.99";"24";"COc1ccc(C(=O)n2c(C)c(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1";"IC50";"'>'";"15000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL827220";"In vitro inhibition of human Peroxisome proliferator activated receptor alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142834";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL514007";"";"None";"479.54";"1";"5.75";"2d";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2nn(-c3ccccc3)cc2C(=O)O)cc1";"IC50";"'='";"2170.0";"nM";"5.66";"";"";"UO_0000065";"11.81";"0.21";"-0.09";"6.27";"0";"CHEMBL953555";"Binding affinity to PPARalpha by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153276";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL602468";"";"None";"516.64";"2";"7.55";"7b";"CCC(NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1ccccc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1068982";"Displacement of radiolabeled GW-2433 from human PPARalpha ligand binding domain expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156860";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
"CHEMBL1017";"TELMISARTAN";"4.0";"514.63";"2";"7.26";"1";"CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1068982";"Displacement of radiolabeled GW-2433 from human PPARalpha ligand binding domain expressed in Escherichia coli";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156860";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
"CHEMBL190739";"";"None";"335.40";"0";"3.98";"6";"CCCc1cc2c(OC)noc2c(CCC)c1OC(C)(C)C(=O)O";"IC50";"'='";"1510.0";"nM";"5.82";"";"";"UO_0000065";"17.36";"0.33";"1.84";"7.12";"0";"CHEMBL828434";"Inhibition of human Peroxisome proliferator activated receptor alpha binding";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143558";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL25710";"";"None";"450.98";"1";"5.78";"2";"CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc(C(=O)CC)c1O";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"13.80";"0.28";"0.44";"7.42";"0";"CHEMBL765404";"In vitro binding affinity for human PPAR alpha in SPA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136679";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL23296";"";"None";"487.93";"1";"6.64";"1";"CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12";"IC50";"'='";"280.0";"nM";"6.55";"";"";"UO_0000065";"13.43";"0.28";"-0.09";"9.03";"0";"CHEMBL870175";"Inhibition of PPAR alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL383728";"";"None";"460.45";"1";"5.85";"15";"CCCc1c(OCCCn2ccc3cc(CC(=O)O)ccc32)ccc2c(C(F)(F)F)noc12";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"13.89";"0.26";"0.55";"8.26";"0";"CHEMBL870175";"Inhibition of PPAR alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL210768";"";"None";"471.86";"1";"5.93";"3";"CCCc1c(OCCCOc2ccc(CC(=O)O)cc2Cl)ccc2c(C(F)(F)F)noc12";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"14.07";"0.28";"0.71";"8.12";"0";"CHEMBL870175";"Inhibition of PPAR alpha";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL121";"ROSIGLITAZONE";"4.0";"357.44";"0";"2.49";"Rosiglitazone";"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1";"IC50";"'>'";"15000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL765403";"In vitro binding affinity for human peroxisome proliferator activated receptor alpha using scintillation proximity assay (SPA)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149176";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";""
"CHEMBL372780";"";"None";"555.90";"2";"9.11";"18";"CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(Cl)ccc32)cc1";"IC50";"'>'";"15000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL880425";"Inhibitory concentration against human peroxisome proliferator activated receptor alpha in SPA assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143644";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL514328";"";"None";"478.55";"1";"6.35";"1d";"Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2cn(-c3ccccc3)cc2C(=O)O)cc1";"IC50";"'='";"890.0";"nM";"6.05";"";"";"UO_0000065";"12.64";"0.23";"-0.30";"7.81";"0";"CHEMBL953555";"Binding affinity to PPARalpha by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153276";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL257761";"";"None";"548.55";"1";"3.77";"M16";"COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCC(=O)N(C(C)=O)C(=O)c3ccccc3)cc2)cc1";"IC50";"'>'";"15000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL937482";"Binding affinity at PPAR alpha receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147043";"1";"Scientific Literature";"Drug Metab Dispos";"2007";"None";"";"";""
"CHEMBL426294";"";"None";"401.46";"1";"6.12";"8";"CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(O)c3)c3ccccc32)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL880425";"Inhibitory concentration against human peroxisome proliferator activated receptor alpha in SPA assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143644";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL4443720";"";"None";"615.65";"2";"7.22";"33";"CCOc1ccc(-c2ccc(CCCc3nn(-c4ccc(C(F)(F)F)cc4)c(=O)n3-c3ccccc3C)cc2)cc1CC(=O)O";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"11.53";"0.22";"-0.12";"8.22";"0";"CHEMBL4332153";"Antagonist activity at recombinant human PPARalpha assessed as inhibition of GW7647-induced receptor activation after overnight incubation by cell-based luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL239";"Peroxisome proliferator-activated receptor alpha";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4330102";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";""
